epoch,accuracy_1,accuracy_2,accuracy_3,accuracy_4,accuracy_5
68,0.6736,0.5995,0.6134,0.6042,0.6042
69,0.6690,0.6713,0.6551,0.6759,0.6968
70,0.6690,0.6481,0.6505,0.6690,0.6690
71,0.6829,0.6574,0.6528,0.6319,0.6157
72,0.7014,0.6481,0.6389,0.6343,0.6435
73,0.6944,0.6574,0.6389,0.6736,0.6435
74,0.6528,0.6227,0.6088,0.5949,0.5856
75,0.7269,0.6366,0.6227,0.6505,0.6273
76,0.6852,0.7037,0.6644,0.6597,0.6551
77,0.6806,0.6481,0.6481,0.6343,0.6343
78,0.6690,0.6875,0.6551,0.6597,0.6829
79,0.7014,0.6944,0.7292,0.6435,0.6713
80,0.6597,0.5949,0.6690,0.6366,0.6366
81,0.7083,0.6435,0.6204,0.6412,0.6551
82,0.7384,0.6204,0.6481,0.6134,0.6296
83,0.7014,0.6343,0.6574,0.6481,0.6343
84,0.6782,0.6551,0.6481,0.6620,0.6389
85,0.6806,0.6204,0.6343,0.6250,0.6204
86,0.7014,0.6227,0.6273,0.6343,0.6389
87,0.6782,0.6759,0.6667,0.6597,0.6597
88,0.6505,0.6620,0.6435,0.6806,0.6644
89,0.6759,0.6574,0.6528,0.6644,0.6667
90,0.6782,0.6227,0.6181,0.6690,0.6505
91,0.6528,0.6157,0.6250,0.6250,0.6065
92,0.6250,0.6042,0.6065,0.6157,0.6065
93,0.7269,0.6667,0.6204,0.6435,0.6574
94,0.7083,0.7222,0.6713,0.7130,0.6713
95,0.6991,0.5926,0.6250,0.6528,0.6481
96,0.7014,0.6597,0.6505,0.6273,0.6366
97,0.7014,0.6481,0.6204,0.6528,0.6250
98,0.6898,0.5995,0.5880,0.5810,0.5949
99,0.7037,0.7083,0.6991,0.6898,0.6690
100,0.7431,0.6852,0.6736,0.6736,0.6991
101,0.7176,0.6644,0.7130,0.6782,0.6921
102,0.6875,0.6528,0.6667,0.6667,0.6435
103,0.6921,0.7361,0.6968,0.7176,0.7037
104,0.7106,0.6505,0.6875,0.6852,0.6551
105,0.7037,0.7037,0.6852,0.7037,0.6944
106,0.6597,0.6690,0.6227,0.6875,0.6829
107,0.6528,0.6435,0.6458,0.6134,0.6806
108,0.7245,0.6713,0.6898,0.6736,0.6736
109,0.6458,0.6667,0.6574,0.6829,0.6736
110,0.7014,0.6574,0.6389,0.6458,0.6481
111,0.7407,0.6458,0.6319,0.6690,0.6690
112,0.6921,0.6481,0.6481,0.6435,0.6528
113,0.6968,0.6782,0.6620,0.6944,0.7083
114,0.7245,0.6782,0.6944,0.6921,0.6574
115,0.6875,0.6250,0.6574,0.6574,0.6458
116,0.6713,0.7176,0.7245,0.7153,0.6944
117,0.7153,0.6713,0.6574,0.6782,0.6690
118,0.7083,0.6597,0.6319,0.6898,0.6759
119,0.7106,0.6343,0.6551,0.6921,0.6481
120,0.6968,0.6875,0.7153,0.7083,0.7222
121,0.7014,0.6296,0.6713,0.6528,0.6736
122,0.7384,0.6759,0.6481,0.6852,0.6574
123,0.7315,0.6944,0.6852,0.7060,0.6759
124,0.6921,0.6574,0.6273,0.6667,0.6944
125,0.7222,0.6343,0.6435,0.6458,0.6366
126,0.6944,0.6250,0.6713,0.6574,0.6759
127,0.7269,0.6852,0.7037,0.7153,0.7037
128,0.6551,0.6528,0.6389,0.6759,0.6667
129,0.6690,0.6111,0.6412,0.6134,0.6204
130,0.7384,0.6597,0.6551,0.6690,0.6250
131,0.7083,0.6528,0.6597,0.6852,0.6481
132,0.6806,0.7176,0.6852,0.6898,0.6806
133,0.7014,0.6389,0.6667,0.7269,0.6852
134,0.7269,0.6204,0.6644,0.6690,0.6435
135,0.7477,0.7222,0.7315,0.6898,0.6759
136,0.7338,0.6806,0.6991,0.6991,0.7222
137,0.6644,0.6852,0.6528,0.7130,0.6481
138,0.7245,0.6528,0.6389,0.6620,0.6481
139,0.7060,0.6806,0.6759,0.6991,0.6620
140,0.7199,0.6713,0.6713,0.6713,0.6574
141,0.7130,0.6852,0.6875,0.7106,0.6852
142,0.7106,0.6204,0.6366,0.6319,0.6389
143,0.7130,0.6227,0.6574,0.6944,0.7060
144,0.7222,0.6574,0.6088,0.6991,0.6806
145,0.7384,0.6944,0.7106,0.6944,0.7176
146,0.7361,0.6713,0.6528,0.6898,0.6528
147,0.7245,0.6806,0.6759,0.7222,0.7083
148,0.7222,0.6204,0.6204,0.6505,0.6389
149,0.7130,0.6898,0.6852,0.7153,0.7083
150,0.6921,0.6852,0.6574,0.6736,0.6528
151,0.7222,0.7083,0.7060,0.7176,0.7083
152,0.7338,0.6736,0.6505,0.6551,0.6505
153,0.6944,0.6991,0.6991,0.6759,0.6667
154,0.6991,0.6968,0.6759,0.6921,0.7014
155,0.7338,0.6713,0.6898,0.6574,0.7222
156,0.7176,0.7407,0.6898,0.6806,0.6829
157,0.7153,0.7060,0.6806,0.7222,0.6644
158,0.7361,0.6620,0.6620,0.6713,0.6343
159,0.7477,0.7037,0.7315,0.7153,0.7361
160,0.7616,0.6528,0.6644,0.6829,0.6551
161,0.6944,0.6944,0.6713,0.6829,0.6852
162,0.7407,0.6852,0.6898,0.6852,0.7083
163,0.7130,0.6944,0.6528,0.7014,0.6806
164,0.7176,0.6991,0.6505,0.6991,0.7037
165,0.7500,0.7222,0.7176,0.7269,0.7500
166,0.7269,0.6968,0.7222,0.7130,0.7083
167,0.7454,0.6852,0.7176,0.7060,0.7315
168,0.7315,0.6528,0.6528,0.7269,0.7361
169,0.7176,0.6921,0.6898,0.7361,0.7130
170,0.7106,0.6620,0.6898,0.6806,0.7269
171,0.7454,0.6713,0.6389,0.7176,0.7037
172,0.7593,0.7014,0.6806,0.7338,0.7292
173,0.7153,0.6690,0.7407,0.6921,0.7060
174,0.7523,0.6667,0.6759,0.7014,0.6644
175,0.6921,0.6458,0.6690,0.6736,0.6782
176,0.7315,0.7014,0.7130,0.7292,0.7106
177,0.7338,0.7176,0.7014,0.7060,0.7384
178,0.7222,0.7083,0.7199,0.7315,0.7269
179,0.7500,0.7037,0.6991,0.7037,0.7245
180,0.7546,0.6921,0.6944,0.6759,0.7106
181,0.7176,0.6759,0.6481,0.6620,0.6574
182,0.7708,0.6875,0.7338,0.6806,0.7222
183,0.6690,0.6852,0.6667,0.6875,0.7130
184,0.7130,0.6829,0.6551,0.6644,0.6782
185,0.7546,0.6852,0.6759,0.7083,0.6944
186,0.7500,0.7037,0.6991,0.6991,0.6991
187,0.7060,0.6806,0.6644,0.7106,0.7037
188,0.7500,0.7083,0.6667,0.7037,0.7037
189,0.7292,0.6991,0.7176,0.6806,0.6481
190,0.7269,0.7222,0.6435,0.7222,0.6944
191,0.7292,0.6713,0.6898,0.6898,0.6944
192,0.7755,0.6991,0.7037,0.7361,0.7315
193,0.7292,0.6898,0.6620,0.6736,0.6921
194,0.7755,0.7037,0.7130,0.7153,0.7060
195,0.7384,0.6644,0.6991,0.6921,0.7037
196,0.7269,0.6944,0.7037,0.6759,0.7083
197,0.6991,0.7176,0.6991,0.6782,0.6875
198,0.7731,0.7130,0.7153,0.6921,0.7153
199,0.7546,0.6898,0.6898,0.6991,0.6620
200,0.7315,0.6875,0.6644,0.6319,0.6644
